epoch,lr,train_ce_loss,val_ce_loss,train_total_loss,val_total_loss,train_acc,val_acc,tracked_total_loss,tracked_acc,tracked_metric_source,batch_loss,weight_norm_w1,weight_norm_w2
0,0.005,2.01809024810791,2.0179989337921143,2.0250837802886963,2.0249924659729004,0.5784375,0.5811666666666667,2.0249924659729004,0.5811666666666667,val,2.1793453267415366,11.378767013549805,3.2237296104431152
1,0.004965903258506806,1.7661083936691284,1.7660882472991943,1.773221492767334,1.7732013463974,0.6227291666666667,0.62425,1.7732013463974,0.62425,val,1.8960609591801962,11.42581558227539,3.422438621520996
2,0.004864543104251586,1.5653316974639893,1.5651365518569946,1.5726039409637451,1.5724087953567505,0.6589791666666667,0.656,1.5724087953567505,0.656,val,1.6692243041992187,11.487039566040039,3.673316478729248
3,0.004698684378016222,1.414554238319397,1.4140771627426147,1.4219965934753418,1.4215195178985596,0.6762083333333333,0.6735,1.4215195178985596,0.6735,val,1.4944468545913696,11.550930976867676,3.9272797107696533
4,0.004472851273490984,1.3027616739273071,1.3021329641342163,1.3103694915771484,1.3097407817840576,0.6917291666666666,0.6885,1.3097407817840576,0.6885,val,1.364297204653422,11.611791610717773,4.162003040313721
5,0.004193203929064353,1.2184885740280151,1.2177188396453857,1.2262500524520874,1.225480318069458,0.6908958333333334,0.68775,1.225480318069458,0.68775,val,1.2671097796758015,11.66751480102539,4.370334625244141
6,0.0038673703953060676,1.1542755365371704,1.1534253358840942,1.1621755361557007,1.1613253355026245,0.7014375,0.699,1.1613253355026245,0.699,val,1.1935938250223797,11.717097282409668,4.550899505615234
7,0.003504238561632424,1.1047613620758057,1.103850245475769,1.112783432006836,1.1118723154067993,0.7079791666666667,0.70625,1.1118723154067993,0.70625,val,1.1370960912704469,11.760293960571289,4.705013751983643
8,0.003113713717851998,1.0662405490875244,1.065401315689087,1.0743681192398071,1.0735288858413696,0.7126041666666667,0.7111666666666666,1.0735288858413696,0.7111666666666666,val,1.0934310156504312,11.797375679016113,4.8347039222717285
9,0.0027064483636808313,1.036366581916809,1.0355050563812256,1.0445836782455444,1.043722152709961,0.7150208333333333,0.7143333333333334,1.043722152709961,0.7143333333333334,val,1.059362501780192,11.82859992980957,4.942240238189697
10,0.0022935516363191692,1.0131521224975586,1.012375831604004,1.021443247795105,1.0206669569015503,0.7194166666666667,0.71825,1.0206669569015503,0.71825,val,1.032969585418701,11.854328155517578,5.029641151428223
11,0.001886286282148003,0.9954978227615356,0.9947184324264526,1.0038487911224365,1.0030694007873535,0.7197083333333333,0.7185,1.0030694007873535,0.7185,val,1.0126262259483338,11.8750638961792,5.099318027496338
12,0.0014957614383675766,0.9821721911430359,0.9814542531967163,0.9905698299407959,0.9898518919944763,0.721625,0.71925,0.9898518919944763,0.71925,val,0.997249894618988,11.891125679016113,5.1530327796936035
13,0.0011326296046939325,0.9725689888000488,0.971887469291687,0.9810015559196472,0.9803200364112854,0.7226458333333333,0.7201666666666666,0.9803200364112854,0.7201666666666666,val,0.9858295090993245,11.903143882751465,5.192906856536865
14,0.0008067960709356478,0.9659196138381958,0.9652763605117798,0.9743767976760864,0.9737335443496704,0.7236666666666667,0.72025,0.9737335443496704,0.72025,val,0.9777449394861857,11.911617279052734,5.220864772796631
15,0.0005271487265090163,0.9616749882698059,0.9610587358474731,0.9701482057571411,0.9695319533348083,0.7241875,0.7215,0.9695319533348083,0.7215,val,0.9723034493128458,11.9171142578125,5.238954544067383
16,0.0003013156219837776,0.959280788898468,0.9586780667304993,0.9677631258964539,0.9671604037284851,0.7242291666666667,0.7218333333333333,0.9671604037284851,0.7218333333333333,val,0.9689811625480652,11.920245170593262,5.24923038482666
17,0.00013545689574841313,0.9582123756408691,0.9576144218444824,0.9666988253593445,0.9661008715629578,0.72425,0.7219166666666667,0.9661008715629578,0.7219166666666667,val,0.9672436184883118,11.921649932861328,5.253834247589111
18,3.40967414931942e-05,0.9579441547393799,0.9573475122451782,0.9664316177368164,0.9658349752426147,0.7242708333333333,0.7219166666666667,0.9658349752426147,0.7219166666666667,val,0.9665686175028483,11.922004699707031,5.25499153137207
19,0.0,0.9579441547393799,0.9573475122451782,0.9664316177368164,0.9658349752426147,0.7242708333333333,0.7219166666666667,0.9658349752426147,0.7219166666666667,val,0.9664316482543945,11.922004699707031,5.25499153137207
