epoch,lr,train_ce_loss,val_ce_loss,train_total_loss,val_total_loss,train_acc,val_acc,tracked_total_loss,tracked_acc,tracked_metric_source,batch_loss,weight_norm_w1,weight_norm_w2
0,0.01,1.3480943441390991,1.3480130434036255,1.3619428873062134,1.3618615865707397,0.70225,0.69925,1.3618615865707397,0.69925,val,1.7789623061815898,16.173032760620117,3.9248154163360596
1,0.009931806517013612,0.9890012145042419,0.9887112379074097,1.0035715103149414,1.0032814741134644,0.7222291666666667,0.7194166666666667,1.0032814741134644,0.7194166666666667,val,1.1532961762746174,16.366344451904297,4.852626800537109
2,0.009729086208503173,0.8422014713287354,0.8426283597946167,0.8573422431945801,0.8577691316604614,0.7398333333333333,0.7375833333333334,0.8577691316604614,0.7375833333333334,val,0.9232012427647909,16.514575958251953,5.484908580780029
3,0.009397368756032445,0.7654966711997986,0.7667967081069946,0.7810838222503662,0.7823838591575623,0.7487083333333333,0.7485833333333334,0.7823838591575623,0.7485833333333334,val,0.8169064428806305,16.628211975097656,5.936824798583984
4,0.008945702546981968,0.7191099524497986,0.7204469442367554,0.7350517511367798,0.7363888025283813,0.7554375,0.75425,0.7363888025283813,0.75425,val,0.7567359357674917,16.717195510864258,6.274710178375244
5,0.008386407858128705,0.6859968900680542,0.6882086396217346,0.7022261619567871,0.7044379115104675,0.7630625,0.7625,0.7044379115104675,0.7625,val,0.7178801364103953,16.788686752319336,6.536463260650635
6,0.007734740790612135,0.6623421907424927,0.6648592352867126,0.6788091659545898,0.6813262104988098,0.7678125,0.7666666666666667,0.6813262104988098,0.7666666666666667,val,0.6905897450447083,16.847211837768555,6.7461676597595215
7,0.007008477123264848,0.6441779136657715,0.6470786333084106,0.6608425378799438,0.663743257522583,0.7729583333333333,0.7736666666666666,0.663743257522583,0.7736666666666666,val,0.6702136855125427,16.89569664001465,6.915746212005615
8,0.006227427435703996,0.6302417516708374,0.6333158612251282,0.6470702886581421,0.6501443982124329,0.7785833333333333,0.7798333333333334,0.6501443982124329,0.7798333333333334,val,0.6543593909740448,16.935699462890625,7.0535888671875
9,0.005412896727361663,0.6194068789482117,0.6226708292961121,0.6363704204559326,0.639634370803833,0.7825833333333333,0.7830833333333334,0.639634370803833,0.7830833333333334,val,0.6420796007712682,16.968379974365234,7.165578365325928
10,0.0045871032726383385,0.6111695170402527,0.6145190596580505,0.6282441020011902,0.631593644618988,0.7838125,0.7853333333333333,0.631593644618988,0.7853333333333333,val,0.6323465820550919,16.99544906616211,7.255754470825195
11,0.003772572564296006,0.6040430665016174,0.6075493693351746,0.6212052702903748,0.6247115731239319,0.7878333333333334,0.7903333333333333,0.6247115731239319,0.7903333333333333,val,0.6249569045702617,17.016544342041016,7.326789855957031
12,0.002991522876735153,0.5994641780853271,0.6028836965560913,0.616694450378418,0.6201139688491821,0.7888333333333334,0.79075,0.6201139688491821,0.79075,val,0.6190968080759048,17.032943725585938,7.3813629150390625
13,0.002265259209387865,0.5954636335372925,0.5988479256629944,0.612744927406311,0.6161292195320129,0.7901666666666667,0.7936666666666666,0.6161292195320129,0.7936666666666666,val,0.6148345580498378,17.04526138305664,7.421911239624023
14,0.0016135921418712956,0.5931345224380493,0.5965166091918945,0.6104515194892883,0.6138336062431335,0.7909166666666667,0.79475,0.6138336062431335,0.79475,val,0.6116537472009659,17.053834915161133,7.450304985046387
15,0.0010542974530180326,0.5913537740707397,0.5949459075927734,0.6086941361427307,0.6122862696647644,0.7914583333333334,0.7955,0.6122862696647644,0.7955,val,0.6096298218568166,17.059507369995117,7.4686455726623535
16,0.0006026312439675552,0.5903964042663574,0.5938991904258728,0.607749879360199,0.6112526655197144,0.7924375,0.7961666666666667,0.6112526655197144,0.7961666666666667,val,0.6083160282770793,17.062631607055664,7.479048252105713
17,0.00027091379149682626,0.5899863243103027,0.5935184955596924,0.607345700263977,0.6108778715133667,0.7925833333333333,0.79575,0.6108778715133667,0.79575,val,0.6076012831926346,17.064062118530273,7.483708381652832
18,6.81934829863884e-05,0.5898833274841309,0.5934135317802429,0.6072442531585693,0.6107744574546814,0.7925625,0.79575,0.6107744574546814,0.79575,val,0.607311093767484,17.064424514770508,7.4848809242248535
19,0.0,0.5898833274841309,0.5934135317802429,0.6072442531585693,0.6107744574546814,0.7925625,0.79575,0.6107744574546814,0.79575,val,0.6072442513306936,17.064424514770508,7.4848809242248535
