852,0,20,17,3,0,101,0,7,0
2,980,0,12,4,0,2,0,0,0
15,1,827,9,83,1,63,0,1,0
17,5,14,911,29,0,21,0,3,0
0,1,80,28,842,0,48,0,1,0
0,0,0,1,0,963,0,19,0,17
96,0,81,27,58,0,726,0,12,0
0,0,0,0,0,11,0,966,1,22
6,0,4,5,4,2,5,3,971,0
1,0,0,0,0,6,0,35,0,958
