lr,hidden,batch,l2,activation,seed_count,val_acc_mean,val_acc_std,best_val_acc_single_seed,best_epoch_at_best_seed,elapsed_sec,seed_details
0.18,256,64,0.0001,relu,5,0.895867,0.001355,0.898000,18,187.95,"[{""seed"": 42, ""best_val_acc"": 0.8949166666666667, ""best_epoch"": 14}, {""seed"": 52, ""best_val_acc"": 0.894, ""best_epoch"": 17}, {""seed"": 62, ""best_val_acc"": 0.8961666666666667, ""best_epoch"": 17}, {""seed"": 72, ""best_val_acc"": 0.89625, ""best_epoch"": 18}, {""seed"": 82, ""best_val_acc"": 0.898, ""best_epoch"": 18}]"
0.2,256,64,0.0001,relu,5,0.897300,0.000581,0.898000,15,158.28,"[{""seed"": 42, ""best_val_acc"": 0.89725, ""best_epoch"": 18}, {""seed"": 52, ""best_val_acc"": 0.89625, ""best_epoch"": 18}, {""seed"": 62, ""best_val_acc"": 0.8975833333333333, ""best_epoch"": 17}, {""seed"": 72, ""best_val_acc"": 0.8974166666666666, ""best_epoch"": 18}, {""seed"": 82, ""best_val_acc"": 0.898, ""best_epoch"": 15}]"
0.22,256,64,0.0001,relu,5,0.897600,0.000849,0.898917,17,156.09,"[{""seed"": 42, ""best_val_acc"": 0.8974166666666666, ""best_epoch"": 14}, {""seed"": 52, ""best_val_acc"": 0.8973333333333333, ""best_epoch"": 17}, {""seed"": 62, ""best_val_acc"": 0.898, ""best_epoch"": 17}, {""seed"": 72, ""best_val_acc"": 0.8963333333333333, ""best_epoch"": 16}, {""seed"": 82, ""best_val_acc"": 0.8989166666666667, ""best_epoch"": 17}]"
0.24,256,64,0.0001,relu,5,0.898400,0.001465,0.900583,18,154.04,"[{""seed"": 42, ""best_val_acc"": 0.8983333333333333, ""best_epoch"": 18}, {""seed"": 52, ""best_val_acc"": 0.8969166666666667, ""best_epoch"": 17}, {""seed"": 62, ""best_val_acc"": 0.8994166666666666, ""best_epoch"": 17}, {""seed"": 72, ""best_val_acc"": 0.89675, ""best_epoch"": 18}, {""seed"": 82, ""best_val_acc"": 0.9005833333333333, ""best_epoch"": 18}]"
0.25,256,64,0.0001,relu,5,0.898933,0.001127,0.900417,18,152.50,"[{""seed"": 42, ""best_val_acc"": 0.89975, ""best_epoch"": 18}, {""seed"": 52, ""best_val_acc"": 0.8973333333333333, ""best_epoch"": 18}, {""seed"": 62, ""best_val_acc"": 0.8991666666666667, ""best_epoch"": 17}, {""seed"": 72, ""best_val_acc"": 0.898, ""best_epoch"": 15}, {""seed"": 82, ""best_val_acc"": 0.9004166666666666, ""best_epoch"": 18}]"
