860,1,17,18,4,0,91,0,9,0
2,973,2,18,2,0,3,0,0,0
17,0,829,11,81,1,59,0,2,0
15,3,10,914,29,0,25,0,4,0
1,1,81,26,838,0,50,0,3,0
0,0,0,1,0,963,0,19,0,17
105,1,70,23,58,0,734,0,9,0
0,0,0,0,0,14,0,965,0,21
5,0,3,4,4,2,8,3,971,0
0,0,0,0,0,5,1,34,0,960
