845,1,20,17,5,0,101,0,11,0
3,976,1,14,3,0,3,0,0,0
18,1,826,11,87,1,56,0,0,0
16,5,11,910,33,0,21,0,4,0
0,1,77,29,842,0,48,0,3,0
0,0,0,1,0,968,0,15,0,16
92,0,72,24,66,0,734,0,12,0
0,0,0,0,0,13,0,966,1,20
5,0,4,6,4,2,4,3,972,0
1,0,0,0,0,8,0,32,0,959
