841,0,16,27,5,2,99,0,10,0
1,971,0,21,2,0,4,0,1,0
16,0,805,18,91,0,66,0,4,0
23,8,17,897,30,0,20,0,5,0
1,1,86,31,818,0,58,0,5,0
0,0,0,1,0,957,0,27,2,13
115,1,90,29,65,0,686,0,14,0
0,0,0,0,0,26,0,947,0,27
5,0,6,8,5,4,9,4,959,0
0,0,0,0,0,7,1,38,0,954
