853,0,18,22,4,1,95,0,7,0
3,972,1,19,2,0,3,0,0,0
15,0,829,11,85,0,60,0,0,0
23,6,14,896,31,0,26,0,4,0
0,1,79,26,837,0,54,0,3,0
0,0,0,1,0,959,0,20,1,19
112,1,76,28,67,0,705,0,11,0
0,0,0,0,0,18,0,961,0,21
6,0,3,5,4,3,7,4,968,0
1,0,0,0,0,7,0,30,0,962
