epoch,lr,train_ce_loss,val_ce_loss,train_total_loss,val_total_loss,train_acc,val_acc,tracked_total_loss,tracked_acc,tracked_metric_source,batch_loss,weight_norm_w1,weight_norm_w2
0,0.3,0.40135735273361206,nan,0.4317857623100281,nan,0.85395,nan,0.4317857623100281,0.85395,train,0.5939062603278709,23.630496978759766,7.082932472229004
1,0.29969180891255043,0.3827962577342987,nan,0.4152836799621582,nan,0.86465,nan,0.4152836799621582,0.86465,train,0.4368445342823641,24.20610237121582,7.988302230834961
2,0.2987685020734869,0.4109194576740265,nan,0.4450949430465698,nan,0.8425333333333334,nan,0.4450949430465698,0.8425333333333334,train,0.3972290682354207,24.674074172973633,8.642909049987793
3,0.29723387354865977,0.362576425075531,nan,0.3981097638607025,nan,0.8564333333333334,nan,0.3981097638607025,0.8564333333333334,train,0.3754034267782148,25.05854606628418,9.09595012664795
4,0.2950942294558544,0.30776292085647583,nan,0.34457090497016907,nan,0.886,nan,0.34457090497016907,0.886,train,0.357285984702456,25.405122756958008,9.525721549987793
5,0.29235836205160026,0.2995090186595917,nan,0.3375902473926544,nan,0.8864833333333333,nan,0.3375902473926544,0.8864833333333333,train,0.34379672877061596,25.73874282836914,9.95699405670166
6,0.2890375136019033,0.29425936937332153,nan,0.33344900608062744,nan,0.8935333333333333,nan,0.33344900608062744,0.8935333333333333,train,0.33128602296781184,26.0279483795166,10.312060356140137
7,0.28514533018536287,0.25730931758880615,nan,0.29757222533226013,nan,0.9040666666666667,nan,0.29757222533226013,0.9040666666666667,train,0.320182798894992,26.302396774291992,10.650914192199707
8,0.2806978056185084,0.29227104783058167,nan,0.33350318670272827,nan,0.8883333333333333,nan,0.33350318670272827,0.8883333333333333,train,0.31242429645362696,26.558008193969727,10.923139572143555
9,0.27571321573377605,0.24951894581317902,nan,0.2916850745677948,nan,0.9062333333333333,nan,0.2916850745677948,0.9062333333333333,train,0.30592793586062217,26.792226791381836,11.20263957977295
10,0.2702120432801935,0.263998806476593,nan,0.3070543706417084,nan,0.9044,nan,0.3070543706417084,0.9044,train,0.2971154346919136,27.019258499145508,11.448629379272461
11,0.26421689375537016,0.26311570405960083,nan,0.3069552183151245,nan,0.9027,nan,0.3069552183151245,0.9027,train,0.29094310822898645,27.209794998168945,11.67976188659668
